Year,County_of_Residence,State,Births,Ave_Age_of_Mother,Ave_OE_Gestational_Age_Wks,Ave_LMP_Gestational_Age_Wks,Ave_Birth_Weight_gms,Ave_Pre_pregnancy_BMI,Ave_Number_of_Prenatal_Wks
2018-01-01,"Marion County, FL",FL,3476,27.38,38.43,38.63,3236.22,27.69,10.27
2018-01-01,"Smith County, TX",TX,2922,27.72,38.43,38.63,3292.3,27.82,10.79
2018-01-01,"Weld County, CO",CO,4243,28.46,38.59,38.63,3230.2,27.08,11.61
2018-01-01,"Delaware County, PA",PA,6453,30.41,38.59,38.63,3279.35,26.68,10.56
2018-01-01,"Parker County, TX",TX,1537,28.62,38.42,38.63,3316.58,26.8,10.77
2018-01-01,"St. Mary's County, MD",MD,1328,29.27,38.65,38.88,3343.41,27.49,11.63
2018-01-01,"Essex County, MA",MA,8377,30.39,38.65,38.88,3306.77,26.58,11.62
2018-01-01,"Hillsborough County, NH",NH,4144,29.85,38.73,38.88,3340.67,27.28,12.59
2018-01-01,"Unidentified Counties, OR",OR,9558,28.34,38.71,38.88,3336.7,27.64,11.87
2018-01-01,"Deschutes County, OR",OR,1827,30.01,39.03,38.88,3306.9,25.95,10.62
2018-01-01,"Middlesex County, MA",MA,16603,32.15,38.69,38.88,3302.67,25.38,11.88
2018-01-01,"Napa County, CA",CA,1204,30.83,38.67,38.88,3346.47,26.91,12.24
2018-01-01,"Pueblo County, CO",CO,1829,27.24,38.12,38.21,3078.05,27.45,9.96
2018-01-01,"Prince George's County, MD",MD,12159,29.66,38.38,38.46,3213.53,27.94,10.19
2018-01-01,"Anderson County, SC",SC,2256,27.42,38.21,38.46,3230.55,28.09,13.51
2018-01-01,"Shelby County, AL",AL,2250,29.45,38.46,38.46,3284.24,27.38,10.42
2018-01-01,"Davidson County, TN",TN,9984,29.23,38.45,38.46,3244.13,26.31,10.19
2018-01-01,"Erie County, PA",PA,2788,27.96,38.28,38.46,3241.33,27.24,10.78
2018-01-01,"Genesee County, MI",MI,4558,27.6,38.27,38.46,3205.51,27.94,11.95
2018-01-01,"Robeson County, NC",NC,1699,26.36,38.35,38.46,3161.59,28.57,9.7
2018-01-01,"Duval County, FL",FL,12973,28.45,38.26,38.46,3195.52,27.54,9.84
2018-01-01,"San Bernardino County, CA",CA,28994,28.67,38.42,38.46,3246.52,27.49,11.23
2018-01-01,"Washington County, TN",TN,1247,28.0,38.33,38.71,3280.67,26.96,11.54
2018-01-01,"St. Clair County, MI",MI,1543,28.0,38.41,38.71,3325.95,28.16,11.22
2018-01-01,"Chesapeake city, VA",VA,2928,29.09,38.32,38.71,3274.07,27.38,12.28
2018-01-01,"Boone County, KY",KY,1695,29.21,38.4,38.71,3321.63,26.75,11.65
2018-01-01,"Washington County, PA",PA,2063,29.33,38.56,38.71,3292.87,27.0,11.6
2018-01-01,"New York County, NY",NY,17020,32.55,38.63,38.71,3224.47,24.02,11.63
2018-01-01,"Richland County, OH",OH,1353,26.86,38.46,38.71,3276.86,27.55,11.4
2018-01-01,"Dona Ana County, NM",NM,2587,27.04,38.45,38.71,3232.69,27.53,11.29
2018-01-01,"Albany County, NY",NY,2886,30.1,38.69,38.71,3301.69,27.55,12.13
2018-01-01,"Black Hawk County, IA",IA,1632,28.31,38.43,38.71,3304.43,27.82,11.09
2018-01-01,"Anne Arundel County, MD",MD,6781,30.55,38.51,38.71,3295.17,26.93,10.57
2018-01-01,"Strafford County, NH",NH,1143,29.53,38.75,38.96,3350.23,27.39,12.67
2018-01-01,"Saratoga County, NY",NY,2022,30.74,38.82,38.96,3376.45,27.25,12.02
2018-01-01,"Tompkins County, NY",NY,735,30.49,38.8,38.96,3330.2,26.35,11.97
2018-01-01,"Kennebec County, ME",ME,1161,28.47,38.71,38.96,3319.15,28.81,12.96
2018-01-01,"Humboldt County, CA",CA,1364,29.38,38.85,38.96,3386.42,27.51,12.38
2018-01-01,"Montgomery County, AL",AL,3139,27.48,37.9,38.04,3083.55,28.68,10.06
2018-01-01,"Calcasieu Parish, LA",LA,3057,26.98,38.04,38.04,3167.82,27.17,9.95
2018-01-01,"Shelby County, TN",TN,13124,27.7,38.17,38.04,3131.92,27.59,9.91
2018-01-01,"Midland County, TX",TX,3011,27.56,38.17,38.29,3204.86,27.11,11.0
2018-01-01,"Faulkner County, AR",AR,1467,27.73,38.33,38.54,3297.1,28.69,11.46
2018-01-01,"Forsyth County, GA",GA,2306,31.08,38.41,38.54,3285.43,26.1,12.66
2018-01-01,"Williamson County, TN",TN,2322,31.54,38.49,38.54,3344.05,24.68,11.21
2018-01-01,"Kankakee County, IL",IL,1237,27.94,38.32,38.54,3221.41,28.13,10.92
2018-01-01,"Norfolk city, VA",VA,3452,27.65,38.23,38.54,3190.78,27.74,11.76
2018-01-01,"Hamilton County, TN",TN,4249,28.47,38.39,38.54,3233.99,26.69,11.33
2018-01-01,"Collin County, TX",TX,11147,30.65,38.38,38.54,3267.7,25.83,11.1
2018-01-01,"Unidentified Counties, WY",WY,6562,28.06,38.46,38.54,3173.17,26.69,10.46
2018-01-01,"St. Charles County, MO",MO,4306,30.18,38.37,38.54,3327.59,26.64,11.74
2018-01-01,"Saline County, AR",AR,1339,27.95,38.28,38.54,3288.69,27.65,10.78
2018-01-01,"Richmond County, GA",GA,2918,27.22,38.19,38.54,3127.8,27.73,10.32
2018-01-01,"Tippecanoe County, IN",IN,2158,28.31,38.43,38.54,3280.27,27.31,10.97
2018-01-01,"Unidentified Counties, FL",FL,12991,27.31,38.34,38.54,3246.71,27.91,10.37
2018-01-01,"Pickens County, SC",SC,1145,27.11,38.5,38.79,3318.96,27.91,12.87
2018-01-01,"Fairfax County, VA",VA,13841,31.72,38.57,38.79,3296.82,25.66,11.61
2018-01-01,"Gloucester County, NJ",NJ,2762,30.34,38.64,38.79,3326.53,27.95,10.53
2018-01-01,"Catawba County, NC",NC,1693,27.68,38.55,38.79,3293.78,27.52,13.68
2018-01-01,"Portage County, OH",OH,1392,28.97,38.55,38.79,3314.97,27.25,12.28
2018-01-01,"Unidentified Counties, CA",CA,9938,28.61,38.69,38.79,3324.76,27.38,11.26
2018-01-01,"Gaston County, NC",NC,2525,27.85,38.6,38.79,3249.57,27.72,11.63
2018-01-01,"Hinds County, MS",MS,3041,27.07,37.74,37.79,3031.87,28.86,13.24
2018-01-01,"Terrebonne Parish, LA",LA,1506,26.95,37.97,38.12,3181.47,29.48,12.79
2018-01-01,"Webb County, TX",TX,4693,26.67,38.11,38.12,3218.08,27.77,8.94
2018-01-01,"DeSoto County, MS",MS,2139,28.02,38.31,38.37,3245.95,28.09,10.85
2018-01-01,"Etowah County, AL",AL,1191,26.51,38.22,38.37,3190.27,28.85,9.62
2018-01-01,"Vanderburgh County, IN",IN,2115,27.25,38.22,38.37,3226.0,27.58,11.76
2018-01-01,"Houston County, AL",AL,1368,27.04,38.29,38.37,3206.84,29.33,11.29
2018-01-01,"Tom Green County, TX",TX,1473,27.03,38.12,38.37,3210.23,28.24,11.58
2018-01-01,"Jackson County, MS",MS,1606,27.47,38.1,38.37,3192.64,27.73,11.81
2018-01-01,"St. Clair County, IL",IL,3109,28.05,38.18,38.37,3189.87,28.67,10.39
2018-01-01,"Cleveland County, OK",OK,2833,28.4,38.18,38.37,3279.99,27.52,10.96
2018-01-01,"Blount County, TN",TN,1306,27.63,38.26,38.37,3282.33,27.01,12.79
2018-01-01,"Coconino County, AZ",AZ,1506,28.18,38.5,38.62,3226.7,26.93,10.51
2018-01-01,"Alamance County, NC",NC,1958,28.35,38.41,38.62,3259.31,28.78,10.92
2018-01-01,"LaSalle County, IL",IL,1092,28.35,38.4,38.62,3312.87,28.61,12.65
2018-01-01,"Stark County, OH",OH,4075,27.87,38.48,38.62,3269.12,27.87,10.94
2018-01-01,"Unidentified Counties, MT",MT,8642,28.39,38.56,38.62,3286.43,26.77,10.86
2018-01-01,"Sumner County, TN",TN,2150,28.53,38.38,38.62,3315.76,27.01,10.39
2018-01-01,"Unidentified Counties, IN",IN,29235,27.28,38.46,38.62,3310.46,27.98,11.46
2018-01-01,"McLean County, IL",IL,1817,29.06,38.45,38.62,3326.32,27.81,11.93
2018-01-01,"Unidentified Counties, NC",NC,31164,27.52,38.35,38.62,3234.4,28.27,11.93
2018-01-01,"Santa Barbara County, CA",CA,5268,29.15,38.6,38.62,3310.64,26.99,13.14
2018-01-01,"Unidentified Counties, ND",ND,8183,28.26,38.43,38.62,3349.92,28.21,10.55
2018-01-01,"Kern County, CA",CA,12916,27.84,38.51,38.62,3278.08,28.47,11.58
2018-01-01,"Winnebago County, WI",WI,1798,29.27,38.34,38.62,3329.99,28.31,13.65
2018-01-01,"Cochise County, AZ",AZ,1354,27.34,38.59,38.62,3247.36,27.28,8.71
2018-01-01,"Stafford County, VA",VA,1745,29.48,38.57,38.87,3330.93,27.49,11.33
2018-01-01,"Butler County, PA",PA,1809,29.93,38.64,38.87,3336.0,26.53,12.59
2018-01-01,"Kent County, RI",RI,1502,30.25,38.64,38.87,3346.98,27.07,12.11
2018-01-01,"Litchfield County, CT",CT,1364,30.58,38.69,38.87,3352.57,27.0,12.77
2018-01-01,"Dakota County, MN",MN,5140,30.6,38.67,38.87,3351.95,27.28,12.52
2018-01-01,"Onslow County, NC",NC,3923,26.26,38.61,39.12,3331.49,26.39,12.3
2018-01-01,"Jefferson County, AL",AL,8437,28.44,38.24,38.2,3161.29,27.67,10.27
2018-01-01,"Ascension Parish, LA",LA,1687,28.77,38.17,38.2,3220.11,27.91,11.06
2018-01-01,"Palm Beach County, FL",FL,15066,30.06,38.41,38.45,3227.61,26.49,10.93
2018-01-01,"Pima County, AZ",AZ,10671,28.36,38.48,38.45,3244.32,27.16,9.56
2018-01-01,"Randall County, TX",TX,1645,28.16,38.48,38.45,3237.86,27.14,11.21
2018-01-01,"Will County, IL",IL,7318,30.01,38.31,38.45,3289.24,27.33,11.18
2018-01-01,"Clay County, FL",FL,2182,28.37,38.3,38.45,3252.32,27.52,10.66
2018-01-01,"Woodbury County, IA",IA,1393,27.55,38.36,38.45,3270.87,27.84,11.79
2018-01-01,"Comal County, TX",TX,1526,28.89,38.26,38.45,3258.32,26.51,10.26
2018-01-01,"Queens County, NY",NY,28042,30.72,38.58,38.7,3216.82,25.57,11.15
2018-01-01,"Brown County, WI",WI,3158,28.95,38.4,38.7,3313.53,27.82,13.58
2018-01-01,"Ottawa County, MI",MI,3138,29.15,38.56,38.7,3376.78,27.31,11.1
2018-01-01,"Chautauqua County, NY",NY,1299,27.28,38.47,38.7,3263.74,28.05,10.9
2018-01-01,"Benton County, WA",WA,2552,28.53,38.55,38.7,3329.61,27.41,11.32
2018-01-01,"Windham County, CT",CT,1062,29.25,38.38,38.7,3275.46,27.6,11.58
2018-01-01,"Kenton County, KY",KY,2191,28.58,38.38,38.7,3284.94,27.32,11.5
2018-01-01,"Orange County, CA",CA,35679,30.98,38.63,38.7,3291.59,25.34,12.58
2018-01-01,"Burlington County, NJ",NJ,4365,30.53,38.54,38.7,3294.48,27.24,10.28
2018-01-01,"Yavapai County, AZ",AZ,1772,27.7,38.53,38.7,3260.13,26.5,11.43
2018-01-01,"Martin County, FL",FL,1251,29.61,38.53,38.7,3287.78,26.18,11.64
2018-01-01,"Lake County, OH",OH,2212,29.41,38.53,38.7,3289.25,26.93,12.07
2018-01-01,"Monroe County, IN",IN,1246,29.24,38.52,38.7,3304.6,27.36,12.91
2018-01-01,"Mecklenburg County, NC",NC,14650,29.7,38.52,38.7,3220.41,26.32,12.06
2018-01-01,"Tulare County, CA",CA,6905,27.82,38.51,38.7,3304.18,28.53,11.33
2018-01-01,"Buncombe County, NC",NC,2482,29.69,38.5,38.95,3264.1,25.97,14.01
2018-01-01,"Washington County, RI",RI,870,31.09,38.75,38.95,3366.33,25.98,12.78
2018-01-01,"Sonoma County, CA",CA,4526,30.73,38.83,38.95,3361.32,26.98,11.41
2018-01-01,"Columbia County, GA",GA,1817,29.54,38.49,38.95,3322.1,27.06,11.06
2018-01-01,"Jefferson County, NY",NY,1864,26.74,38.62,38.95,3341.79,27.65,11.97
2018-01-01,"Douglas County, OR",OR,1054,27.61,38.7,38.95,3323.12,27.79,13.42
2018-01-01,"Medina County, OH",OH,1675,30.06,38.77,38.95,3382.42,26.64,12.14
2018-01-01,"Imperial County, CA",CA,2629,27.91,38.65,39.2,3320.75,27.98,9.44
2018-01-01,"Rockland County, NY",NY,5719,29.94,39.09,39.2,3333.35,25.56,11.02
2018-01-01,"Unidentified Counties, SC",SC,12921,26.86,38.13,38.28,3160.86,29.18,12.0
2018-01-01,"Unidentified Counties, AL",AL,22362,26.66,38.17,38.28,3198.29,28.47,10.53
2018-01-01,"Niagara County, NY",NY,2100,28.89,38.41,38.53,3265.76,28.42,10.18
2018-01-01,"Rowan County, NC",NC,1593,27.61,38.24,38.53,3213.0,28.61,11.08
2018-01-01,"Fresno County, CA",CA,14465,28.43,38.49,38.53,3276.69,28.21,12.78
2018-01-01,"McLennan County, TX",TX,3460,27.49,38.39,38.53,3286.53,27.86,11.01
2018-01-01,"Jasper County, MO",MO,1570,26.73,38.3,38.53,3270.21,27.42,10.97
2018-01-01,"Johnson County, IN",IN,1877,28.27,38.46,38.53,3319.68,27.76,11.95
2018-01-01,"Charles County, MD",MD,1863,29.47,38.46,38.53,3224.94,28.14,10.25
2018-01-01,"Sebastian County, AR",AR,1662,26.81,38.37,38.53,3268.5,28.35,9.51
2018-01-01,"Maricopa County, AZ",AZ,51854,28.69,38.44,38.53,3281.98,27.06,11.09
2018-01-01,"Canadian County, OK",OK,1864,28.34,38.27,38.53,3302.66,27.54,10.8
2018-01-01,"Ingham County, MI",MI,3049,28.66,38.52,38.53,3262.53,27.69,14.06
2018-01-01,"Franklin County, OH",OH,18338,29.25,38.42,38.53,3235.98,26.76,10.91
2018-01-01,"Prince William County, VA",VA,6484,30.11,38.5,38.78,3291.91,27.02,10.78
2018-01-01,"Marathon County, WI",WI,1561,28.86,38.58,38.78,3346.37,28.55,11.19
2018-01-01,"Contra Costa County, CA",CA,12002,31.06,38.64,38.78,3310.89,26.9,11.82
2018-01-01,"Bartow County, GA",GA,1173,27.39,38.38,38.78,3284.58,28.54,12.26
2018-01-01,"Anoka County, MN",MN,4241,30.08,38.63,38.78,3362.99,27.55,11.49
2018-01-01,"Lehigh County, PA",PA,4352,28.76,38.63,38.78,3275.38,27.26,12.51
2018-01-01,"Wayne County, NC",NC,1639,27.29,38.53,38.78,3284.48,28.14,10.65
2018-01-01,"Mohave County, AZ",AZ,1796,27.09,38.52,38.78,3289.4,27.61,10.66
2018-01-01,"Sarasota County, FL",FL,2878,29.3,38.6,38.78,3308.35,26.04,11.61
2018-01-01,"Washtenaw County, MI",MI,3527,30.93,38.6,38.78,3287.95,26.29,15.39
2018-01-01,"Cumberland County, ME",ME,2717,31.2,38.68,38.78,3348.32,26.7,14.13
2018-01-01,"Elkhart County, IN",IN,3117,27.28,38.67,38.78,3331.83,27.7,11.09
2018-01-01,"Chittenden County, VT",VT,1392,30.92,38.87,39.03,3363.3,26.13,12.59
2018-01-01,"Merrimack County, NH",NH,1305,29.88,38.84,39.03,3349.48,27.49,13.11
2018-01-01,"Rankin County, MS",MS,1744,28.51,37.88,38.11,3226.85,28.44,12.6
2018-01-01,"Madison County, AL",AL,4262,28.65,38.02,38.11,3180.03,27.65,9.8
2018-01-01,"Bonneville County, ID",ID,1815,27.92,38.32,38.36,3203.52,27.51,11.9
2018-01-01,"Oklahoma County, OK",OK,11255,28.07,38.21,38.36,3226.0,27.53,10.6
2018-01-01,"Brazoria County, TX",TX,4734,28.98,38.19,38.36,3252.07,27.64,10.81
2018-01-01,"Sedgwick County, KS",KS,6733,27.98,38.35,38.36,3288.15,27.57,10.89
2018-01-01,"Pitt County, NC",NC,2085,28.41,38.09,38.36,3184.18,28.72,11.76
2018-01-01,"Warren County, KY",KY,1732,27.85,38.33,38.61,3302.9,26.79,10.46
2018-01-01,"Linn County, IA",IA,2731,28.89,38.41,38.61,3333.72,27.65,12.46
2018-01-01,"Polk County, FL",FL,7847,27.65,38.39,38.61,3256.08,28.09,10.65
2018-01-01,"Pennington County, SD",SD,1542,27.95,38.39,38.61,3298.78,26.56,10.39
2018-01-01,"Sussex County, DE",DE,2297,28.47,38.47,38.61,3269.44,27.28,9.78
2018-01-01,"Union County, NJ",NJ,6777,30.84,38.55,38.61,3259.09,26.66,10.43
2018-01-01,"Williamson County, TX",TX,6650,30.19,38.46,38.61,3310.3,26.51,12.66
2018-01-01,"Riverside County, CA",CA,28725,28.93,38.54,38.61,3288.23,27.29,11.37
2018-01-01,"Paulding County, GA",GA,1763,28.73,38.35,38.61,3298.26,28.02,13.25
2018-01-01,"New London County, CT",CT,2457,29.74,38.64,38.86,3332.75,27.3,12.54
2018-01-01,"Boulder County, CO",CO,2560,31.26,38.8,38.86,3232.47,25.15,10.76
2018-01-01,"Montgomery County, PA",PA,8515,31.35,38.7,38.86,3319.72,26.04,11.28
2018-01-01,"Hampshire County, MA",MA,948,31.45,38.78,38.86,3346.87,26.5,12.38
2018-01-01,"Wichita County, TX",TX,1607,26.77,38.35,38.86,3286.32,27.52,11.65
2018-01-01,"Androscoggin County, ME",ME,1240,28.5,38.68,38.86,3310.37,28.74,12.14
2018-01-01,"Onondaga County, NY",NY,5236,29.37,38.68,38.86,3306.46,27.9,12.72
2018-01-01,"Spartanburg County, SC",SC,3855,27.69,38.25,38.44,3245.29,27.86,13.29
2018-01-01,"Montgomery County, OH",OH,6480,27.96,38.33,38.44,3260.13,28.32,11.33
2018-01-01,"Unidentified Counties, WV",WV,14897,27.07,38.22,38.44,3236.91,28.15,11.63
2018-01-01,"Harrison County, MS",MS,2662,27.52,38.13,38.44,3184.96,27.42,11.62
2018-01-01,"Winnebago County, IL",IL,3497,27.92,38.21,38.44,3247.24,28.86,13.07
2018-01-01,"Champaign County, IL",IL,2254,28.91,38.27,38.44,3252.19,27.72,12.77
2018-01-01,"Unidentified Counties, TN",TN,30395,26.78,38.26,38.44,3253.44,27.81,11.45
2018-01-01,"Orange County, FL",FL,16919,29.65,38.34,38.44,3232.26,26.61,9.27
2018-01-01,"Unidentified Counties, VA",VA,38308,28.39,38.5,38.69,3276.37,28.05,11.37
2018-01-01,"Lackawanna County, PA",PA,2033,28.94,38.48,38.69,3275.38,27.0,11.32
2018-01-01,"Yakima County, WA",WA,3690,27.93,38.48,38.69,3310.34,28.66,11.36
2018-01-01,"San Diego County, CA",CA,40070,30.31,38.64,38.69,3300.06,26.06,11.86
2018-01-01,"Somerset County, NJ",NJ,3210,31.77,38.54,38.69,3269.56,25.95,11.16
2018-01-01,"Delaware County, OH",OH,2106,31.54,38.54,38.69,3343.93,25.81,11.93
2018-01-01,"Franklin County, PA",PA,1745,28.21,38.52,38.69,3316.95,27.32,11.07
2018-01-01,"Miami County, OH",OH,1180,28.09,38.6,38.69,3365.25,27.98,11.31
2018-01-01,"Pinellas County, FL",FL,8126,29.36,38.51,38.69,3279.11,26.44,11.14
2018-01-01,"Arlington County, VA",VA,2937,32.6,38.74,38.94,3334.08,24.63,10.8
2018-01-01,"Adams County, PA",PA,916,28.48,38.73,38.94,3372.7,27.55,12.23
2018-01-01,"Marion County, OR",OR,4183,28.32,38.64,38.94,3348.2,28.09,12.1
2018-01-01,"La Crosse County, WI",WI,1176,29.47,38.97,38.94,3388.84,27.64,11.69
2018-01-01,"Carroll County, MD",MD,1776,30.19,38.71,38.94,3395.24,26.98,10.83
2018-01-01,"Florence County, SC",SC,1616,27.62,38.07,38.02,3124.04,29.29,12.65
2018-01-01,"Mobile County, AL",AL,5549,27.25,37.95,38.02,3129.31,28.05,10.87
2018-01-01,"Ector County, TX",TX,3000,26.45,37.93,38.02,3151.47,27.35,9.26
2018-01-01,"Douglas County, GA",GA,1700,28.58,38.15,38.27,3157.22,28.31,12.02
2018-01-01,"Mahoning County, OH",OH,2344,27.9,38.09,38.27,3158.59,27.56,12.94
2018-01-01,"Aiken County, SC",SC,1897,27.81,38.24,38.52,3213.45,28.03,10.85
2018-01-01,"Hall County, GA",GA,2496,27.87,38.46,38.52,3317.75,27.25,12.36
2018-01-01,"Racine County, WI",WI,2271,28.3,38.29,38.52,3253.09,28.36,11.24
2018-01-01,"Guilford County, NC",NC,6115,28.82,38.37,38.52,3223.01,27.99,11.69
2018-01-01,"Baltimore County, MD",MD,9787,29.92,38.36,38.52,3233.33,27.32,10.93
2018-01-01,"Butler County, OH",OH,4472,28.6,38.35,38.52,3276.42,27.54,11.8
2018-01-01,"District of Columbia, DC",DC,9212,30.85,38.51,38.52,3205.47,25.88,10.28
2018-01-01,"Unidentified Counties, MD",MD,5451,28.55,38.56,38.77,3307.82,27.72,11.67
2018-01-01,"Mesa County, CO",CO,1655,27.89,38.55,38.77,3194.48,26.89,10.81
2018-01-01,"Unidentified Counties, AK",AK,6111,28.2,38.62,38.77,3425.55,27.14,10.59
2018-01-01,"Wake County, NC",NC,12578,30.6,38.62,38.77,3293.31,26.25,12.68
2018-01-01,"Bucks County, PA",PA,5714,31.02,38.62,38.77,3325.6,26.08,11.11
2018-01-01,"Hawaii County, HI",HI,2227,28.77,38.45,38.77,3214.59,26.77,10.44
2018-01-01,"Jefferson County, MO",MO,2545,28.36,38.22,38.35,3296.25,27.48,11.02
2018-01-01,"Jefferson Parish, LA",LA,5649,28.55,38.2,38.35,3174.65,27.72,11.91
2018-01-01,"Lowndes County, GA",GA,1656,27.2,38.03,38.35,3159.95,28.62,12.12
2018-01-01,"Kings County, CA",CA,2262,27.68,38.5,38.6,3320.51,28.75,12.75
2018-01-01,"Madera County, CA",CA,2079,28.23,38.58,38.6,3298.49,28.71,11.16
2018-01-01,"Scott County, IA",IA,2096,28.55,38.41,38.6,3308.58,27.69,12.81
2018-01-01,"Cambria County, PA",PA,1219,28.08,38.39,38.6,3253.18,27.53,11.05
2018-01-01,"Bergen County, NJ",NJ,9152,32.25,38.47,38.6,3244.59,25.39,11.35
2018-01-01,"Unidentified Counties, SD",SD,7460,28.26,38.54,38.6,3346.92,27.12,10.33
2018-01-01,"Lancaster County, NE",NE,3893,29.37,38.45,38.6,3319.78,26.65,10.42
2018-01-01,"Outagamie County, WI",WI,2215,29.47,38.35,38.6,3351.32,27.68,13.91
2018-01-01,"Montgomery County, TX",TX,7355,28.95,38.43,38.6,3289.31,26.92,10.05
2018-01-01,"New Castle County, DE",DE,6179,29.45,38.42,38.6,3241.04,27.73,10.6
2018-01-01,"Unidentified Counties, MI",MI,21406,27.83,38.65,38.85,3343.55,28.02,11.95
2018-01-01,"Middlesex County, CT",CT,1244,31.01,38.64,38.85,3327.77,26.59,13.36
2018-01-01,"Wayne County, OH",OH,1447,28.33,38.72,38.85,3366.91,27.37,10.31
2018-01-01,"Rensselaer County, NY",NY,1591,29.56,38.71,38.85,3329.82,28.08,12.21
2018-01-01,"Rockingham County, NH",NH,2650,30.93,38.7,38.85,3350.58,26.23,12.68
2018-01-01,"Rutherford County, TN",TN,4148,28.61,38.07,38.18,3233.74,27.44,10.91
2018-01-01,"Morgan County, AL",AL,1432,26.91,38.14,38.18,3205.34,28.04,10.65
2018-01-01,"Passaic County, NJ",NJ,6542,29.52,38.33,38.43,3219.19,26.67,10.75
2018-01-01,"Chatham County, GA",GA,3557,28.56,38.15,38.43,3182.22,28.38,9.8
2018-01-01,"Knox County, TN",TN,5156,28.73,38.38,38.43,3272.29,26.71,12.86
2018-01-01,"Unidentified Counties, AZ",AZ,2857,27.14,38.29,38.43,3249.31,27.89,9.09
2018-01-01,"Sandoval County, NM",NM,1390,28.62,38.29,38.43,3172.09,27.51,9.88
2018-01-01,"St. Joseph County, IN",IN,3538,27.85,38.37,38.43,3251.52,27.63,11.0
2018-01-01,"Sumter County, SC",SC,1346,27.27,38.2,38.43,3212.61,29.34,11.77
2018-01-01,"Lucas County, OH",OH,5418,27.71,38.28,38.43,3209.38,27.8,12.54
2018-01-01,"Bernalillo County, NM",NM,7078,28.67,38.36,38.43,3174.73,26.78,9.88
2018-01-01,"Philadelphia County, PA",PA,20691,28.82,38.35,38.43,3178.56,27.21,10.26
2018-01-01,"Dauphin County, PA",PA,3397,28.7,38.5,38.68,3249.03,27.65,10.53
2018-01-01,"McHenry County, IL",IL,2987,30.35,38.49,38.68,3337.5,27.57,11.76
2018-01-01,"Unidentified Counties, IA",IA,21543,28.23,38.48,38.68,3348.98,27.82,11.75
2018-01-01,"Loudoun County, VA",VA,5224,31.94,38.48,38.68,3295.43,25.62,11.9
2018-01-01,"San Joaquin County, CA",CA,9841,28.89,38.55,38.68,3288.08,27.94,13.12
2018-01-01,"Anchorage Borough, AK",AK,3975,29.11,38.54,38.68,3361.2,27.62,11.1
2018-01-01,"Allegheny County, PA",PA,12822,30.12,38.54,38.68,3257.64,26.39,12.97
2018-01-01,"Kent County, DE",DE,2145,28.26,38.45,38.68,3257.33,27.6,10.29
2018-01-01,"York County, SC",SC,2921,29.02,38.53,38.68,3267.49,27.31,12.27
2018-01-01,"Stearns County, MN",MN,2057,29.17,38.61,38.68,3371.25,27.36,11.47
2018-01-01,"Volusia County, FL",FL,4863,28.21,38.44,38.68,3264.54,27.05,11.19
2018-01-01,"Polk County, IA",IA,6655,28.96,38.44,38.68,3332.34,27.06,11.93
2018-01-01,"Monmouth County, NJ",NJ,5888,31.58,38.51,38.68,3276.4,25.97,11.06
2018-01-01,"Virginia Beach city, VA",VA,5618,29.21,38.42,38.68,3264.02,26.8,12.22
2018-01-01,"St. Johns County, FL",FL,2242,30.81,38.57,38.93,3333.85,25.95,11.58
2018-01-01,"Sussex County, NJ",NJ,1203,30.9,38.73,38.93,3352.11,27.02,11.18
2018-01-01,"Alexandria city, VA",VA,2590,31.92,38.73,38.93,3306.87,25.61,11.69
2018-01-01,"Unidentified Counties, NY",NY,18122,28.47,38.71,38.93,3347.42,28.46,11.5
2018-01-01,"Potter County, TX",TX,1638,26.66,38.33,38.26,3170.0,27.74,10.34
2018-01-01,"Trumbull County, OH",OH,2069,27.29,38.4,38.51,3265.53,27.79,12.05
2018-01-01,"Houston County, GA",GA,1967,27.65,38.23,38.51,3226.07,28.15,10.91
2018-01-01,"Licking County, OH",OH,1991,28.35,38.39,38.51,3274.49,27.53,10.75
2018-01-01,"Cook County, IL",IL,61797,30.05,38.38,38.51,3230.21,27.13,10.88
2018-01-01,"Collier County, FL",FL,3199,29.43,38.37,38.51,3282.32,26.92,10.53
2018-01-01,"Cumberland County, NJ",NJ,1917,27.81,38.35,38.51,3203.61,28.7,9.66
2018-01-01,"Douglas County, CO",CO,3395,31.38,38.51,38.51,3198.69,25.1,11.04
2018-01-01,"Cache County, UT",UT,2114,28.15,38.34,38.51,3305.43,26.42,11.53
2018-01-01,"Sacramento County, CA",CA,19102,29.6,38.66,38.76,3328.53,27.33,11.49
2018-01-01,"Fairfield County, CT",CT,9726,31.5,38.66,38.76,3313.46,25.85,12.46
2018-01-01,"Berkeley County, WV",WV,1487,27.56,38.49,38.76,3312.52,28.56,11.14
2018-01-01,"Monroe County, NY",NY,7772,29.45,38.57,38.76,3285.96,27.56,10.85
2018-01-01,"Alameda County, CA",CA,18240,31.61,38.65,38.76,3280.05,25.93,10.68
2018-01-01,"Washington County, MN",MN,2732,30.79,38.56,38.76,3342.47,27.15,11.76
2018-01-01,"Tolland County, CT",CT,1114,30.85,38.54,38.76,3325.25,26.25,12.38
2018-01-01,"Bristol County, MA",MA,5487,29.56,38.62,38.76,3266.89,27.33,12.43
2018-01-01,"Johnston County, NC",NC,2299,28.84,38.45,38.76,3294.02,28.11,12.31
2018-01-01,"Providence County, RI",RI,7119,29.27,38.52,38.76,3270.49,27.11,11.33
