Year,County_of_Residence,State,Births,Ave_Age_of_Mother,Ave_OE_Gestational_Age_Wks,Ave_LMP_Gestational_Age_Wks,Ave_Birth_Weight_gms,Ave_Pre_pregnancy_BMI,Ave_Number_of_Prenatal_Wks
2016-01-01,"Macon County, IL",IL,1327,26.86,38.21,38.39,3230.54,28.4,11.54
2016-01-01,"Unidentified Counties, GA",GA,41842,26.7,38.21,38.38,3201.92,27.98,11.25
2016-01-01,"St. Clair County, IL",IL,3228,27.88,38.21,38.36,3212.28,28.2,10.11
2016-01-01,"Horry County, SC",SC,3118,27.77,38.21,38.36,3226.33,26.63,13.04
2016-01-01,"Knox County, TN",TN,5272,28.56,38.46,38.5,3274.72,26.48,13.28
2016-01-01,"Davidson County, TN",TN,10023,28.96,38.46,38.49,3248.82,26.25,9.97
2016-01-01,"Wichita County, TX",TX,1631,26.74,38.46,38.49,3283.7,27.11,11.65
2016-01-01,"Unidentified Counties, AZ",AZ,3188,26.82,38.46,38.64,3269.96,27.79,9.23
2016-01-01,"Warren County, OH",OH,2400,29.57,38.46,38.71,3328.16,26.42,12.36
2016-01-01,"Stafford County, VA",VA,1711,29.53,38.46,38.78,3326.35,26.89,11.75
2016-01-01,"Robeson County, NC",NC,1775,26.29,38.46,38.6,3137.95,28.59,10.24
2016-01-01,"Monroe County, PA",PA,1477,28.75,38.46,38.6,3226.25,27.43,10.32
2016-01-01,"Yuma County, AZ",AZ,3007,26.76,38.46,38.67,3311.83,28.1,10.13
2016-01-01,"Monterey County, CA",CA,6219,28.66,38.71,38.81,3337.35,27.67,11.97
2016-01-01,"Strafford County, NH",NH,1211,29.36,38.71,38.94,3357.23,27.13,12.58
2016-01-01,"Calhoun County, MI",MI,1660,26.92,38.71,38.92,3288.7,28.12,14.55
2016-01-01,"Mobile County, AL",AL,5504,26.95,37.96,38.22,3144.94,27.58,10.95
2016-01-01,"Montgomery County, AL",AL,3139,27.22,37.96,38.09,3083.67,28.16,9.95
2016-01-01,"Lowndes County, GA",GA,1605,26.88,38.04,38.37,3177.82,28.25,12.35
2016-01-01,"Galveston County, TX",TX,4167,28.33,38.29,38.4,3236.89,27.14,9.05
2016-01-01,"Houston County, AL",AL,1333,26.95,38.29,38.27,3181.58,28.5,11.61
2016-01-01,"Randall County, TX",TX,1640,27.72,38.54,38.57,3246.45,26.63,10.96
2016-01-01,"Windham County, CT",CT,1102,28.43,38.54,38.73,3314.74,27.24,11.79
2016-01-01,"Rock Island County, IL",IL,1776,27.45,38.54,38.72,3296.96,27.73,12.04
2016-01-01,"Greene County, MO",MO,3579,27.59,38.54,38.72,3321.33,26.84,11.3
2016-01-01,"Schuylkill County, PA",PA,1367,27.8,38.54,38.8,3281.93,27.27,11.63
2016-01-01,"Unidentified Counties, IN",IN,29457,27.1,38.54,38.69,3303.32,27.39,11.49
2016-01-01,"Oakland County, MI",MI,13665,30.26,38.54,38.69,3279.37,25.93,13.36
2016-01-01,"Licking County, OH",OH,2075,28.01,38.54,38.69,3321.98,27.11,10.68
2016-01-01,"Clay County, MO",MO,2962,28.78,38.54,38.68,3323.75,26.68,11.43
2016-01-01,"Manatee County, FL",FL,3445,28.23,38.54,38.67,3283.94,27.01,11.26
2016-01-01,"Alexandria city, VA",VA,2823,31.58,38.79,38.88,3312.94,24.88,11.75
2016-01-01,"Androscoggin County, ME",ME,1247,27.81,38.79,39.01,3328.66,28.28,12.11
2016-01-01,"Hinds County, MS",MS,3123,26.79,37.79,37.93,3039.69,28.72,12.26
2016-01-01,"Indian River County, FL",FL,1245,28.17,38.37,38.65,3246.83,27.23,12.65
2016-01-01,"Baldwin County, AL",AL,2247,27.72,38.37,38.56,3287.43,26.7,11.5
2016-01-01,"Madison County, IN",IN,1506,26.75,38.37,38.47,3277.58,28.02,11.63
2016-01-01,"Charles County, MD",MD,1812,29.19,38.37,38.47,3229.77,27.87,10.47
2016-01-01,"Douglas County, NE",NE,8832,28.96,38.37,38.54,3285.33,26.48,11.46
2016-01-01,"Henderson County, NC",NC,1089,28.14,38.37,38.6,3254.78,26.42,12.24
2016-01-01,"Newport News city, VA",VA,2814,27.5,38.37,38.6,3211.3,28.01,11.45
2016-01-01,"St. Mary's County, MD",MD,1425,28.72,38.62,38.83,3379.42,27.44,11.76
2016-01-01,"Santa Barbara County, CA",CA,5501,28.94,38.62,38.66,3296.69,26.61,13.5
2016-01-01,"New Haven County, CT",CT,8886,29.76,38.62,38.82,3271.47,26.96,12.79
2016-01-01,"Frederick County, MD",MD,2839,30.05,38.62,38.8,3353.25,26.42,11.27
2016-01-01,"Unidentified Counties, MT",MT,9160,28.08,38.62,38.71,3285.47,26.47,10.75
2016-01-01,"Santa Cruz County, CA",CA,2799,30.24,38.87,38.97,3362.43,26.25,12.8
2016-01-01,"Unidentified Counties, SC",SC,13084,26.75,38.2,38.36,3168.3,28.51,11.9
2016-01-01,"Unidentified Counties, AL",AL,23128,26.46,38.2,38.34,3199.02,28.08,10.63
2016-01-01,"Guilford County, NC",NC,6259,28.56,38.45,38.58,3237.05,27.59,13.5
2016-01-01,"Paulding County, GA",GA,1644,28.56,38.45,38.66,3312.76,27.22,13.32
2016-01-01,"Lorain County, OH",OH,3295,28.12,38.45,38.66,3262.57,27.09,11.62
2016-01-01,"Hudson County, NJ",NJ,10383,30.68,38.45,38.57,3208.7,25.47,10.1
2016-01-01,"Camden County, NJ",NJ,6226,29.24,38.45,38.65,3249.5,27.51,9.93
2016-01-01,"Etowah County, AL",AL,1214,26.33,38.45,38.64,3239.61,28.13,9.9
2016-01-01,"Unidentified Counties, NV",NV,3485,27.58,38.45,38.72,3218.08,27.12,10.27
2016-01-01,"Brown County, WI",WI,3336,28.67,38.45,38.72,3340.34,27.53,13.7
2016-01-01,"New Castle County, DE",DE,6501,29.29,38.45,38.46,3253.79,27.27,10.94
2016-01-01,"Pennington County, SD",SD,1471,27.48,38.45,38.62,3297.29,26.25,10.24
2016-01-01,"Shawnee County, KS",KS,2189,27.61,38.45,38.45,3310.81,28.0,11.45
2016-01-01,"Brunswick County, NC",NC,978,27.86,38.45,38.45,3246.81,27.23,11.61
2016-01-01,"Hernando County, FL",FL,1585,27.32,38.45,38.76,3247.24,26.71,10.92
2016-01-01,"Kenosha County, WI",WI,1936,28.27,38.45,38.76,3274.14,27.84,12.15
2016-01-01,"Canadian County, OK",OK,1781,28.21,38.45,38.59,3374.48,27.07,10.22
2016-01-01,"Columbiana County, OH",OH,1070,26.66,38.45,38.67,3279.03,27.12,12.01
2016-01-01,"Hunterdon County, NJ",NJ,927,32.06,38.7,38.83,3357.23,25.82,12.49
2016-01-01,"Arlington County, VA",VA,3225,32.53,38.7,38.83,3306.83,24.13,10.96
2016-01-01,"Missoula County, MT",MT,1187,28.98,38.7,38.99,3300.53,25.57,11.01
2016-01-01,"Kings County, NY",NY,40802,29.96,38.7,38.81,3240.91,24.88,11.04
2016-01-01,"Marion County, OR",OR,4539,28.16,38.7,38.97,3373.95,27.74,11.83
2016-01-01,"Denver County, CO",CO,10006,29.89,38.7,38.71,3182.71,25.74,10.29
2016-01-01,"Unidentified Counties, WA",WA,12751,27.92,38.7,38.95,3353.56,27.28,10.88
2016-01-01,"Gaston County, NC",NC,2524,27.54,38.7,38.78,3238.8,27.31,11.21
2016-01-01,"Johnson County, IA",IA,1857,30.34,38.7,38.85,3341.78,25.82,11.15
2016-01-01,"Dakota County, MN",MN,5291,30.27,38.7,38.93,3374.57,27.03,12.28
2016-01-01,"Unidentified Counties, AK",AK,6691,27.81,38.7,38.84,3427.22,26.91,10.57
2016-01-01,"Anoka County, MN",MN,4223,29.72,38.7,38.92,3372.51,27.33,11.41
2016-01-01,"Rensselaer County, NY",NY,1726,28.9,38.7,38.92,3350.65,28.35,11.67
2016-01-01,"Caddo Parish, LA",LA,3364,26.99,37.7,37.8,3065.03,28.12,11.56
2016-01-01,"Wilson County, TN",TN,1527,28.52,38.28,38.32,3274.49,26.6,11.96
2016-01-01,"Tulsa County, OK",OK,9639,27.78,38.28,38.36,3265.58,27.0,10.5
2016-01-01,"St. Tammany Parish, LA",LA,3089,28.77,38.28,38.43,3263.82,26.55,10.97
2016-01-01,"Mercer County, PA",PA,1165,27.54,38.53,38.83,3293.94,26.77,11.31
2016-01-01,"Winnebago County, WI",WI,1905,28.75,38.53,38.74,3358.89,27.61,13.64
2016-01-01,"Buncombe County, NC",NC,2595,29.44,38.53,38.57,3284.18,25.62,12.13
2016-01-01,"Wright County, MN",MN,1787,29.9,38.53,38.82,3404.17,27.36,11.88
2016-01-01,"Mercer County, NJ",NJ,4280,29.88,38.53,38.65,3255.87,26.53,10.91
2016-01-01,"Unidentified Counties, KS",KS,17323,27.35,38.53,38.55,3317.48,27.35,10.99
2016-01-01,"Beaufort County, SC",SC,1958,28.02,38.53,38.71,3264.58,26.76,11.94
2016-01-01,"Kings County, CA",CA,2248,27.11,38.53,38.7,3318.58,28.08,12.21
2016-01-01,"Somerset County, NJ",NJ,3251,31.64,38.53,38.7,3266.01,25.67,11.24
2016-01-01,"Cabarrus County, NC",NC,2477,29.01,38.53,38.53,3268.16,27.17,11.63
2016-01-01,"Harford County, MD",MD,2699,29.7,38.53,38.69,3327.1,26.94,10.66
2016-01-01,"Unidentified Counties, ND",ND,8744,27.99,38.53,38.69,3352.26,27.88,10.57
2016-01-01,"Kent County, DE",DE,2190,27.7,38.53,38.68,3271.08,27.73,11.03
2016-01-01,"El Dorado County, CA",CA,1601,30.09,38.78,38.91,3324.07,25.48,11.12
2016-01-01,"Rockingham County, NH",NH,2654,30.77,38.78,38.99,3362.88,26.01,12.67
2016-01-01,"Thurston County, WA",WA,3205,28.89,38.78,38.99,3388.16,26.6,11.17
2016-01-01,"Cowlitz County, WA",WA,1285,27.1,38.78,38.97,3366.18,28.09,12.91
2016-01-01,"Mesa County, CO",CO,1770,27.52,38.78,38.88,3249.2,26.27,9.85
2016-01-01,"Douglas County, OR",OR,1087,27.18,38.78,38.95,3352.18,26.8,13.87
2016-01-01,"Monroe County, IN",IN,1301,29.04,38.78,38.86,3369.24,26.45,12.31
2016-01-01,"Gregg County, TX",TX,1743,26.64,38.11,38.32,3209.08,27.11,10.62
2016-01-01,"Tuscaloosa County, AL",AL,2591,27.03,38.11,38.2,3158.02,27.88,9.25
2016-01-01,"Wood County, OH",OH,1365,28.63,38.36,38.58,3306.75,27.12,12.4
2016-01-01,"Miami-Dade County, FL",FL,32697,29.77,38.36,38.49,3214.67,25.63,11.79
2016-01-01,"Kaufman County, TX",TX,1663,27.74,38.36,38.57,3265.62,27.15,10.15
2016-01-01,"Lee County, AL",AL,1898,27.94,38.36,38.65,3230.87,26.82,12.13
2016-01-01,"Cumberland County, NJ",NJ,1876,27.35,38.36,38.48,3196.49,27.67,10.3
2016-01-01,"Richmond city, VA",VA,3028,28.03,38.36,38.48,3165.46,27.82,10.45
2016-01-01,"Warren County, KY",KY,1640,27.7,38.36,38.56,3266.96,26.85,9.99
2016-01-01,"Brazos County, TX",TX,2771,27.95,38.36,38.47,3260.03,26.7,10.22
2016-01-01,"Tarrant County, TX",TX,28745,28.34,38.36,38.47,3256.29,27.03,9.45
2016-01-01,"Lubbock County, TX",TX,4273,27.02,38.36,38.55,3220.07,27.03,10.71
2016-01-01,"McLennan County, TX",TX,3376,26.97,38.36,38.55,3269.01,27.58,10.6
2016-01-01,"Boone County, KY",KY,1681,28.92,38.36,38.71,3311.64,26.4,11.83
2016-01-01,"Will County, IL",IL,7804,29.71,38.36,38.54,3298.48,26.9,11.1
2016-01-01,"Saline County, AR",AR,1326,27.9,38.36,38.87,3286.18,25.4,10.91
2016-01-01,"Kenton County, KY",KY,2329,28.2,38.36,38.69,3271.33,26.75,11.35
2016-01-01,"Gwinnett County, GA",GA,11365,29.7,38.36,38.51,3224.48,26.59,11.0
2016-01-01,"Milwaukee County, WI",WI,13658,28.25,38.36,38.51,3210.49,27.74,11.56
2016-01-01,"Bell County, TX",TX,6140,26.69,38.36,38.59,3232.72,26.94,11.44
2016-01-01,"Pima County, AZ",AZ,11421,28.03,38.61,38.58,3276.42,26.99,10.01
2016-01-01,"Tazewell County, IL",IL,1496,28.45,38.61,38.83,3398.91,27.5,12.45
2016-01-01,"Elkhart County, IN",IN,3126,27.1,38.61,38.74,3306.78,27.64,11.28
2016-01-01,"Wake County, NC",NC,13018,30.44,38.61,38.74,3300.2,25.97,11.97
2016-01-01,"Imperial County, CA",CA,2939,27.62,38.61,38.99,3311.77,27.59,9.1
2016-01-01,"Dutchess County, NY",NY,2519,30.36,38.61,38.73,3318.96,27.59,10.87
2016-01-01,"Spokane County, WA",WA,6145,28.29,38.61,38.97,3322.22,26.77,11.24
2016-01-01,"Yellowstone County, MT",MT,1935,28.05,38.61,38.63,3273.38,27.39,12.07
2016-01-01,"Orange County, CA",CA,38106,30.67,38.61,38.71,3288.58,25.07,12.67
2016-01-01,"Queens County, NY",NY,30377,30.38,38.61,38.77,3225.41,25.13,11.05
2016-01-01,"York County, ME",ME,1898,29.12,38.61,38.85,3357.16,27.55,12.46
2016-01-01,"Eaton County, MI",MI,1139,28.26,38.61,38.85,3306.55,27.32,13.54
2016-01-01,"Dallas County, TX",TX,40379,28.18,38.61,38.68,3244.14,25.75,9.61
2016-01-01,"Sussex County, NJ",NJ,1180,30.77,38.61,38.84,3344.27,27.02,11.1
2016-01-01,"Ulster County, NY",NY,1482,29.51,38.86,39.08,3358.29,27.64,11.16
2016-01-01,"Unidentified Counties, VT",VT,4204,28.81,38.86,39.05,3351.92,27.42,12.78
2016-01-01,"Hillsborough County, NH",NH,4240,29.45,38.86,39.03,3346.59,26.81,12.6
2016-01-01,"Chittenden County, VT",VT,1552,30.84,38.86,39.09,3367.68,25.92,12.24
2016-01-01,"Kankakee County, IL",IL,1354,27.77,38.19,38.4,3226.91,28.29,10.85
2016-01-01,"Rapides Parish, LA",LA,1840,26.42,38.19,37.65,3163.98,27.55,10.64
2016-01-01,"Cameron County, TX",TX,6893,26.49,38.19,38.28,3213.46,28.03,11.76
2016-01-01,"Delaware County, IN",IN,1174,26.87,38.44,38.5,3248.95,27.83,11.62
2016-01-01,"Chesterfield County, VA",VA,3885,29.55,38.44,38.75,3290.53,27.27,11.51
2016-01-01,"Cobb County, GA",GA,9579,29.89,38.44,38.66,3254.64,26.53,12.68
2016-01-01,"Prince George's County, MD",MD,12296,29.36,38.44,38.49,3216.2,27.64,10.1
2016-01-01,"LaSalle County, IL",IL,1262,27.96,38.44,38.74,3286.59,27.33,12.82
2016-01-01,"Erie County, PA",PA,3064,27.76,38.44,38.57,3245.15,26.79,11.16
2016-01-01,"Lake County, IL",IL,7660,29.95,38.44,38.65,3292.96,26.94,11.91
2016-01-01,"Randolph County, NC",NC,1600,27.16,38.44,38.73,3290.75,27.43,12.39
2016-01-01,"Ellis County, TX",TX,2244,27.64,38.44,38.64,3309.48,27.18,9.91
2016-01-01,"Honolulu County, HI",HI,12983,29.35,38.44,38.71,3229.7,26.14,10.79
2016-01-01,"Osceola County, FL",FL,4328,28.43,38.44,38.54,3239.32,26.74,11.42
2016-01-01,"Jefferson County, MO",MO,2633,28.03,38.44,38.62,3331.46,27.08,11.53
2016-01-01,"Unidentified Counties, OH",OH,30573,27.09,38.44,38.7,3303.38,27.34,11.5
2016-01-01,"Columbia County, GA",GA,1831,29.13,38.44,38.86,3299.37,26.29,11.25
2016-01-01,"Hall County, GA",GA,2574,27.83,38.44,38.6,3299.62,27.34,11.86
2016-01-01,"Hardin County, KY",KY,1441,26.67,38.44,38.68,3282.68,29.33,10.12
2016-01-01,"Unidentified Counties, NM",NM,9799,26.55,38.44,38.59,3191.47,27.47,9.91
2016-01-01,"Johnson County, KS",KS,7360,30.4,38.69,38.72,3357.55,25.66,11.99
2016-01-01,"Solano County, CA",CA,5259,29.34,38.69,38.88,3349.42,27.54,11.33
2016-01-01,"Worcester County, MA",MA,8678,29.71,38.69,38.88,3310.86,26.58,11.49
2016-01-01,"Washington County, MN",MN,2898,30.56,38.69,38.94,3379.33,26.65,11.78
2016-01-01,"Beaver County, PA",PA,1676,28.72,38.69,38.93,3310.37,26.83,11.25
2016-01-01,"Alameda County, CA",CA,19573,31.17,38.69,38.84,3290.58,25.68,10.87
2016-01-01,"Terrebonne Parish, LA",LA,1570,27.12,38.02,38.32,3171.38,28.65,12.49
2016-01-01,"Sandoval County, NM",NM,1464,28.35,38.27,38.5,3156.95,27.28,9.85
2016-01-01,"Harris County, TX",TX,72420,28.52,38.27,38.4,3223.41,26.82,9.72
2016-01-01,"Jefferson Parish, LA",LA,5887,28.37,38.27,38.37,3192.23,27.4,11.21
2016-01-01,"Calhoun County, AL",AL,1357,26.46,38.27,38.45,3186.59,28.26,11.01
2016-01-01,"Unidentified Counties, WV",WV,15718,26.81,38.27,38.51,3236.49,27.7,11.92
2016-01-01,"Jefferson County, AL",AL,8655,28.12,38.27,38.34,3174.79,27.17,10.61
2016-01-01,"Linn County, IA",IA,2800,28.6,38.52,38.75,3337.79,27.15,12.49
2016-01-01,"Porter County, IN",IN,1750,28.79,38.52,38.58,3315.84,27.04,10.46
2016-01-01,"Parker County, TX",TX,1538,28.03,38.52,38.66,3298.92,26.38,10.24
2016-01-01,"Travis County, TX",TX,15992,29.77,38.52,38.66,3281.63,25.71,12.15
2016-01-01,"Scott County, IA",IA,2213,28.34,38.52,38.82,3340.33,27.25,12.69
2016-01-01,"Seminole County, FL",FL,4753,29.62,38.52,38.73,3288.6,26.34,10.34
2016-01-01,"York County, SC",SC,3011,28.6,38.52,38.73,3272.69,26.87,12.06
2016-01-01,"Spotsylvania County, VA",VA,1542,28.77,38.52,38.81,3317.47,27.07,11.7
2016-01-01,"Polk County, IA",IA,6921,28.81,38.52,38.89,3333.24,26.9,12.02
2016-01-01,"Canyon County, ID",ID,3129,27.25,38.52,38.72,3313.28,27.55,10.74
2016-01-01,"York County, PA",PA,4974,28.26,38.52,38.72,3306.31,27.13,11.19
2016-01-01,"Washoe County, NV",NV,5387,28.48,38.52,38.8,3245.65,26.61,10.58
2016-01-01,"Jackson County, MI",MI,1778,27.27,38.52,38.71,3299.43,27.86,11.93
2016-01-01,"Washington County, WI",WI,1331,29.87,38.52,38.71,3357.22,26.94,13.05
2016-01-01,"Unidentified Counties, MD",MD,5527,28.16,38.52,38.78,3303.83,27.53,11.4
2016-01-01,"Cambria County, PA",PA,1357,27.91,38.52,38.86,3248.04,27.17,10.87
2016-01-01,"Prince William County, VA",VA,6845,29.93,38.52,38.77,3292.79,26.67,11.55
2016-01-01,"Sullivan County, TN",TN,1492,27.35,38.52,38.51,3267.47,27.12,10.06
2016-01-01,"Montgomery County, MD",MD,13123,31.47,38.52,38.67,3281.25,25.45,11.25
2016-01-01,"Napa County, CA",CA,1406,30.46,38.77,38.9,3372.17,26.89,12.66
2016-01-01,"La Crosse County, WI",WI,1188,29.22,38.77,38.73,3335.25,27.0,12.19
2016-01-01,"Litchfield County, CT",CT,1422,30.37,38.77,38.81,3340.43,26.51,12.2
2016-01-01,"Clackamas County, OR",OR,4199,29.7,38.77,38.97,3387.54,26.24,11.69
2016-01-01,"Oswego County, NY",NY,1331,27.16,38.77,39.05,3339.93,28.93,12.96
2016-01-01,"Stearns County, MN",MN,2038,28.77,38.77,38.87,3371.83,27.06,11.71
2016-01-01,"Snohomish County, WA",WA,10041,29.84,38.77,38.95,3370.84,26.41,11.22
2016-01-01,"San Francisco County, CA",CA,9062,32.97,38.77,38.84,3270.46,23.88,11.25
2016-01-01,"Jackson County, MS",MS,1651,26.93,38.1,38.33,3183.62,27.11,12.08
2016-01-01,"Madison County, AL",AL,4228,28.32,38.1,38.23,3210.99,27.25,10.03
2016-01-01,"Vanderburgh County, IN",IN,2269,27.24,38.1,38.27,3203.57,27.3,11.63
2016-01-01,"Santa Rosa County, FL",FL,1906,28.32,38.35,38.58,3315.42,26.38,11.25
2016-01-01,"Coweta County, GA",GA,1634,28.33,38.35,38.57,3265.52,26.89,11.84
2016-01-01,"Franklin County, MO",MO,1248,27.77,38.35,38.65,3304.0,27.51,11.74
2016-01-01,"Harnett County, NC",NC,1861,28.04,38.35,38.65,3266.52,26.98,11.1
2016-01-01,"Bay County, FL",FL,2343,27.34,38.35,38.56,3262.0,27.09,10.79
2016-01-01,"Smith County, TX",TX,3160,27.56,38.35,38.56,3267.43,27.22,10.92
2016-01-01,"Washington County, AR",AR,3280,27.86,38.35,38.54,3262.88,27.21,10.17
2016-01-01,"Hamilton County, OH",OH,10820,28.58,38.35,38.54,3229.49,26.86,11.77
2016-01-01,"Livingston Parish, LA",LA,1921,27.32,38.35,38.37,3272.8,27.98,10.81
2016-01-01,"Fulton County, GA",GA,13123,29.56,38.35,38.53,3155.52,26.61,10.57
2016-01-01,"Douglas County, GA",GA,1693,28.27,38.35,38.44,3193.2,27.86,12.0
2016-01-01,"Cumberland County, NC",NC,5446,26.83,38.35,38.67,3234.77,27.01,11.5
2016-01-01,"Durham County, NC",NC,4346,29.68,38.6,38.75,3269.32,26.72,13.34
2016-01-01,"Morris County, NJ",NJ,4633,32.01,38.6,38.74,3305.67,25.39,11.06
2016-01-01,"Catawba County, NC",NC,1664,27.27,38.6,38.81,3284.67,27.12,13.98
2016-01-01,"Unidentified Counties, SD",SD,7867,27.9,38.6,38.64,3343.12,26.83,10.38
2016-01-01,"Westchester County, NY",NY,10280,31.54,38.6,38.7,3266.95,25.88,11.18
2016-01-01,"Tippecanoe County, IN",IN,2359,28.04,38.6,38.69,3303.27,26.42,11.18
2016-01-01,"Unidentified Counties, NE",NE,11274,27.94,38.6,38.69,3336.41,27.1,10.7
2016-01-01,"Kent County, RI",RI,1565,29.93,38.6,38.85,3320.95,26.5,12.72
2016-01-01,"Madera County, CA",CA,2355,27.65,38.6,38.67,3310.46,28.14,11.11
2016-01-01,"St. Lawrence County, NY",NY,1083,27.91,38.85,39.07,3372.82,29.04,10.7
2016-01-01,"Whatcom County, WA",WA,2279,29.12,38.85,39.06,3417.67,26.33,11.7
2016-01-01,"Marin County, CA",CA,2252,33.05,38.85,38.97,3348.21,24.36,10.71
2016-01-01,"Bay County, MI",MI,1061,27.82,38.85,38.96,3376.93,28.2,12.72
2016-01-01,"Ouachita Parish, LA",LA,2224,26.61,37.85,37.95,3127.2,28.72,11.5
2016-01-01,"Richmond County, GA",GA,3061,27.0,38.18,38.57,3135.18,27.75,10.85
2016-01-01,"Midland County, TX",TX,2904,27.06,38.18,38.23,3196.25,26.41,11.1
2016-01-01,"St. Louis city, MO",MO,4317,27.94,38.18,38.22,3120.25,27.13,10.26
2016-01-01,"Davidson County, NC",NC,1771,27.12,38.18,38.78,3236.51,27.97,14.26
2016-01-01,"Tom Green County, TX",TX,1556,26.87,38.18,38.36,3230.99,27.41,11.33
2016-01-01,"Shelby County, TN",TN,13234,27.52,38.18,38.19,3137.03,27.38,9.14
2016-01-01,"Guadalupe County, TX",TX,1847,28.41,38.18,38.35,3240.05,27.33,10.68
2016-01-01,"Lancaster County, NE",NE,4019,29.26,38.43,38.58,3329.3,26.31,10.73
2016-01-01,"Polk County, FL",FL,7804,27.33,38.43,38.66,3265.21,27.63,10.0
2016-01-01,"Hartford County, CT",CT,9442,29.8,38.43,38.57,3250.85,26.77,10.83
2016-01-01,"Baltimore County, MD",MD,9838,29.75,38.43,38.57,3258.67,27.05,9.96
2016-01-01,"Berkeley County, SC",SC,2754,28.2,38.43,38.65,3276.28,27.6,11.73
2016-01-01,"Dorchester County, SC",SC,1800,28.47,38.43,38.64,3271.46,27.99,11.83
2016-01-01,"Utah County, UT",UT,11971,28.5,38.43,38.62,3299.11,25.2,11.31
2016-01-01,"Sedgwick County, KS",KS,7309,27.7,38.43,38.45,3299.48,27.22,10.9
2016-01-01,"Charleston County, SC",SC,5015,29.85,38.43,38.53,3248.2,26.25,11.95
2016-01-01,"Marion County, FL",FL,3472,27.0,38.43,38.6,3219.97,27.14,10.13
2016-01-01,"Fond du Lac County, WI",WI,1031,28.56,38.43,38.68,3339.67,28.58,10.11
2016-01-01,"Outagamie County, WI",WI,2319,29.27,38.43,38.68,3357.57,27.41,14.0
2016-01-01,"Bergen County, NJ",NJ,9464,32.0,38.43,38.59,3243.36,25.18,11.32
2016-01-01,"Ottawa County, MI",MI,3441,28.83,38.68,38.98,3407.91,26.62,11.22
2016-01-01,"Suffolk County, MA",MA,9384,30.72,38.68,38.8,3258.04,25.78,11.92
2016-01-01,"Essex County, MA",MA,8386,30.06,38.68,38.88,3309.59,26.21,11.7
2016-01-01,"Sacramento County, CA",CA,19588,29.22,38.68,38.79,3331.86,27.15,12.12
2016-01-01,"Berrien County, MI",MI,1720,27.45,38.68,38.79,3308.99,28.12,11.66
2016-01-01,"Medina County, OH",OH,1816,29.92,38.68,38.87,3345.96,25.89,11.83
2016-01-01,"Onondaga County, NY",NY,5242,29.05,38.68,38.95,3312.58,27.33,12.97
2016-01-01,"Orange County, NC",NC,1166,30.74,38.68,38.86,3315.33,25.42,11.56
2016-01-01,"Plymouth County, MA",MA,5135,30.79,38.68,38.85,3347.99,26.2,12.23
2016-01-01,"Livingston County, MI",MI,1783,30.11,38.68,38.93,3372.49,26.14,14.49
2016-01-01,"Pulaski County, AR",AR,5348,27.64,38.26,38.57,3186.16,25.7,10.17
2016-01-01,"Whitfield County, GA",GA,1424,26.98,38.26,38.65,3270.21,28.92,12.64
2016-01-01,"Morgan County, AL",AL,1470,26.78,38.26,38.23,3224.74,27.5,11.04
2016-01-01,"Potter County, TX",TX,1886,26.47,38.26,38.19,3166.43,27.35,10.07
2016-01-01,"Unidentified Counties, TN",TN,30549,26.55,38.26,38.44,3244.29,27.35,11.23
2016-01-01,"Jefferson County, TX",TX,3578,26.9,38.26,38.35,3180.99,27.26,10.3
2016-01-01,"Warren County, NJ",NJ,958,30.27,38.51,38.66,3277.69,26.56,11.54
2016-01-01,"Niagara County, NY",NY,2139,28.36,38.51,38.66,3289.15,28.23,10.1
2016-01-01,"Wayne County, NC",NC,1636,27.42,38.51,38.74,3266.33,27.72,11.39
2016-01-01,"Johnson County, IN",IN,1871,28.23,38.51,38.64,3319.93,27.38,11.98
2016-01-01,"Forsyth County, GA",GA,2297,30.95,38.51,38.72,3329.19,25.61,12.39
2016-01-01,"Fresno County, CA",CA,15129,27.95,38.51,38.55,3272.81,27.87,13.64
2016-01-01,"Brevard County, FL",FL,5273,28.51,38.51,38.8,3287.98,26.14,11.78
2016-01-01,"Clermont County, OH",OH,2293,28.2,38.51,38.8,3329.04,27.21,12.8
2016-01-01,"Unidentified Counties, WY",WY,7386,27.75,38.51,38.62,3204.37,26.25,10.77
2016-01-01,"Virginia Beach city, VA",VA,5925,28.97,38.51,38.87,3291.02,26.52,12.34
2016-01-01,"Erie County, NY",NY,9916,29.12,38.51,38.7,3267.11,27.47,10.28
2016-01-01,"Chautauqua County, NY",NY,1345,26.85,38.51,38.78,3300.48,27.37,11.36
2016-01-01,"DuPage County, IL",IL,10832,30.94,38.51,38.69,3316.31,25.94,11.97
2016-01-01,"Greenville County, SC",SC,6298,28.71,38.51,38.69,3283.24,26.72,12.52
2016-01-01,"Howard County, MD",MD,3569,31.46,38.51,38.68,3270.17,25.7,9.88
2016-01-01,"Middlesex County, NJ",NJ,9332,30.56,38.51,38.68,3233.09,26.09,10.77
2016-01-01,"Unidentified Counties, RI",RI,1029,31.03,38.76,38.9,3307.5,25.8,13.05
2016-01-01,"Barnstable County, MA",MA,1601,29.9,38.76,38.88,3354.59,25.82,10.71
2016-01-01,"Saginaw County, MI",MI,2190,27.22,38.76,38.54,3222.94,28.35,11.25
2016-01-01,"Webb County, TX",TX,5189,26.57,38.09,38.13,3193.22,27.53,9.76
